Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.4374353885650635, 0.7679179906845093, 5.252025516711001e-07]","[0.38732999563217163, 0.7237457633018494, -0.0952870175242424]","[0.3855968117713928, 0.6490035653114319, -0.13098840415477753]","[0.4322301149368286, 0.591824471950531, -0.15620861947536469]","[0.4880227744579315, 0.5401397943496704, -0.1781710386276245]","[0.38804078102111816, 0.5185902714729309, -0.03172081708908081]","[0.4005177617073059, 0.43360191583633423, -0.05955490097403526]","[0.4205237925052643, 0.3801577687263489, -0.09041762351989746]","[0.44258031249046326, 0.3427092432975769, -0.1167445257306099]","[0.4504404366016388, 0.5348609089851379, -0.00705180037766695]","[0.503783643245697, 0.4516533613204956, -0.06490212678909302]","[0.5200840830802917, 0.4931061863899231, -0.11771595478057861]","[0.5141735076904297, 0.5460441708564758, -0.1419195532798767]","[0.500120222568512, 0.5605459213256836, 0.007237840909510851]","[0.5483407378196716, 0.48345890641212463, -0.05769168585538864]","[0.5539438724517822, 0.5210039019584656, -0.10597929358482361]","[0.5357771515846252, 0.5703240036964417, -0.12359388917684555]","[0.5401424765586853, 0.5891122221946716, 0.015461297705769539]","[0.5722193717956543, 0.5260637402534485, -0.04169779270887375]","[0.5737103223800659, 0.5478935241699219, -0.07617542892694473]","[0.550756573677063, 0.5879532098770142, -0.091774120926857]"
R,"[0.5228657722473145, 0.813292384147644, -5.017216153646586e-07]","[0.4508439600467682, 0.7549677491188049, -0.04632672294974327]","[0.4166911840438843, 0.6681169271469116, -0.07435382902622223]","[0.4283604025840759, 0.5946071147918701, -0.105765700340271]","[0.47432637214660645, 0.5447933077812195, -0.134499654173851]","[0.4575501084327698, 0.5420607924461365, -0.014829370193183422]","[0.4622814953327179, 0.43673738837242126, -0.05512730032205582]","[0.458111435174942, 0.3781212568283081, -0.08404519408941269]","[0.4641793966293335, 0.3315366804599762, -0.1059504970908165]","[0.5113477110862732, 0.5488030910491943, -0.020757367834448814]","[0.5316886901855469, 0.4335832893848419, -0.08068613708019257]","[0.4988212585449219, 0.48543646931648254, -0.10738291591405869]","[0.4860572814941406, 0.5382862687110901, -0.11384624987840652]","[0.5613545179367065, 0.5692663192749023, -0.03480025753378868]","[0.5872265696525574, 0.46786928176879883, -0.09243926405906677]","[0.5464671850204468, 0.5130670666694641, -0.10168370604515076]","[0.5239688158035278, 0.568841814994812, -0.09512899816036224]","[0.60710209608078, 0.6029365062713623, -0.053618352860212326]","[0.6150529980659485, 0.5287322402000427, -0.09127867221832275]","[0.5782411098480225, 0.5481809377670288, -0.0969739705324173]","[0.5522857904434204, 0.5913754105567932, -0.09550114721059799]"
R,"[0.4800603687763214, 0.7853406667709351, -5.910299023526022e-07]","[0.41950178146362305, 0.7291577458381653, -0.040650710463523865]","[0.38198935985565186, 0.6464336514472961, -0.06770114600658417]","[0.38062986731529236, 0.5764654874801636, -0.0998942032456398]","[0.42512041330337524, 0.5412317514419556, -0.12895861268043518]","[0.4369390308856964, 0.5287078619003296, -0.00051882240222767]","[0.4454452693462372, 0.4287005066871643, -0.04345584288239479]","[0.43248116970062256, 0.37655147910118103, -0.07542967051267624]","[0.42532092332839966, 0.3426055610179901, -0.09650932997465134]","[0.4852502942085266, 0.5388153791427612, -0.006774282082915306]","[0.49586552381515503, 0.4321161210536957, -0.06683390587568283]","[0.45647087693214417, 0.48464342951774597, -0.09435474127531052]","[0.44055360555648804, 0.5414897799491882, -0.09951353073120117]","[0.5320019125938416, 0.5607996582984924, -0.02210344560444355]","[0.5447295904159546, 0.4629979133605957, -0.0799432098865509]","[0.4956132173538208, 0.5096498727798462, -0.08633925020694733]","[0.47102686762809753, 0.5661141276359558, -0.07573831081390381]","[0.5762022137641907, 0.595521867275238, -0.041817791759967804]","[0.5746225118637085, 0.5214958190917969, -0.07911531627178192]","[0.5321440696716309, 0.5380321741104126, -0.0819454938173294]","[0.5052267909049988, 0.5774088501930237, -0.07650987803936005]"
R,"[0.5345317721366882, 0.8186244964599609, -7.100816219463013e-07]","[0.4452265501022339, 0.7617862224578857, -0.02156626060605049]","[0.38629791140556335, 0.6760803461074829, -0.04857311025261879]","[0.33766016364097595, 0.619941234588623, -0.08333704620599747]","[0.3486827611923218, 0.5717735886573792, -0.11540921777486801]","[0.4950745701789856, 0.5274596214294434, -0.00432054977864027]","[0.49638739228248596, 0.4158107340335846, -0.06076653674244881]","[0.4507252871990204, 0.36090511083602905, -0.10014698654413223]","[0.4066082537174225, 0.33195483684539795, -0.12178254127502441]","[0.5302390456199646, 0.542017936706543, -0.02289765141904354]","[0.46361085772514343, 0.4360755383968353, -0.08274524658918381]","[0.38435980677604675, 0.4961264729499817, -0.09869379550218582]","[0.3659246563911438, 0.5541077852249146, -0.09600810706615448]","[0.5542421936988831, 0.5718822479248047, -0.05048727989196777]","[0.4875654876232147, 0.4714273512363434, -0.10800140351057053]","[0.4087965786457062, 0.5278768539428711, -0.09797917306423187]","[0.3880661725997925, 0.587032675743103, -0.07579712569713593]","[0.5620129704475403, 0.6154288649559021, -0.08132302761077881]","[0.495054692029953, 0.5339844226837158, -0.11858706176280975]","[0.4350860118865967, 0.5666579604148865, -0.10814018547534943]","[0.4207640290260315, 0.6173652410507202, -0.09007416665554047]"
L,"[0.4707176089286804, 0.7490020990371704, 6.213771825969161e-07]","[0.5545220971107483, 0.7115015387535095, -0.011777594685554504]","[0.5942217111587524, 0.6485852599143982, -0.03236102685332298]","[0.6200122833251953, 0.5927618145942688, -0.06151454895734787]","[0.5904785394668579, 0.5517887473106384, -0.09425166994333267]","[0.5245571136474609, 0.5311158299446106, -0.014839050360023975]","[0.5046897530555725, 0.42076802253723145, -0.04820379614830017]","[0.5350140333175659, 0.37409815192222595, -0.07183192670345306]","[0.56108558177948, 0.34257152676582336, -0.08800886571407318]","[0.48791491985321045, 0.5423349142074585, -0.0364651195704937]","[0.4865836203098297, 0.44091734290122986, -0.08797777444124222]","[0.537443220615387, 0.4856879413127899, -0.11025986075401306]","[0.5631757974624634, 0.53841233253479, -0.11401165276765823]","[0.4564626216888428, 0.5680378675460815, -0.06127772107720375]","[0.4546002149581909, 0.4737866222858429, -0.11189690232276917]","[0.5145212411880493, 0.5184434652328491, -0.12216127663850784]","[0.5410164594650269, 0.567246675491333, -0.11580993980169296]","[0.42725613713264465, 0.6023645997047424, -0.08716792613267899]","[0.4399430453777313, 0.5285951495170593, -0.12723596394062042]","[0.4925195276737213, 0.5539694428443909, -0.13584204018115997]","[0.5222578048706055, 0.5935543179512024, -0.1337902992963791]"
L,"[0.5222506523132324, 0.7451097965240479, 4.752720315082115e-07]","[0.5731422901153564, 0.7163308262825012, -0.061912622302770615]","[0.597206711769104, 0.6624501347541809, -0.10671494901180267]","[0.6008124947547913, 0.6173350811004639, -0.15132413804531097]","[0.5571802258491516, 0.5754691362380981, -0.1948549598455429]","[0.5644726753234863, 0.5072678923606873, -0.038148388266563416]","[0.5540072321891785, 0.4294477105140686, -0.0750497579574585]","[0.5565544962882996, 0.372555673122406, -0.09914543479681015]","[0.5552948117256165, 0.3416469693183899, -0.11540688574314117]","[0.5051725506782532, 0.5206917524337769, -0.03688780590891838]","[0.4795570373535156, 0.45319047570228577, -0.09495111554861069]","[0.5001019239425659, 0.5242601633071899, -0.1139560267329216]","[0.5248976349830627, 0.5718658566474915, -0.11135093867778778]","[0.4564380645751953, 0.5480630993843079, -0.04384731873869896]","[0.4266187250614166, 0.489413857460022, -0.10117960721254349]","[0.4676554501056671, 0.549342155456543, -0.10216408967971802]","[0.500529944896698, 0.6019652485847473, -0.0876317098736763]","[0.41819438338279724, 0.5930217504501343, -0.05689157545566559]","[0.40393126010894775, 0.5506126880645752, -0.1004035621881485]","[0.4396500289440155, 0.5842843055725098, -0.10313034057617188]","[0.4726729094982147, 0.6201878786087036, -0.09522106498479843]"
L,"[0.4318505525588989, 0.8121151328086853, 2.3336917820415692e-07]","[0.5467771887779236, 0.7427076697349548, 0.026809237897396088]","[0.6109839677810669, 0.665510356426239, 0.015215741470456123]","[0.6663298606872559, 0.6182866096496582, -0.012723289430141449]","[0.6602829694747925, 0.5711929202079773, -0.04295080900192261]","[0.5146492719650269, 0.5335167646408081, -0.007107935845851898]","[0.5031214952468872, 0.3970591425895691, -0.04365735501050949]","[0.5478014349937439, 0.3547673225402832, -0.06547930091619492]","[0.5836086273193359, 0.3263015151023865, -0.08048708736896515]","[0.476407527923584, 0.5487316250801086, -0.05349564924836159]","[0.5422292351722717, 0.44474828243255615, -0.11469463258981705]","[0.6120849251747131, 0.5123628973960876, -0.13509902358055115]","[0.634552538394928, 0.5763998627662659, -0.1370590776205063]","[0.45039117336273193, 0.5827912092208862, -0.0990988090634346]","[0.5131577253341675, 0.490233451128006, -0.15726271271705627]","[0.5890848636627197, 0.5539164543151855, -0.16056843101978302]","[0.6152299046516418, 0.6126922369003296, -0.14959755539894104]","[0.43779483437538147, 0.6270817518234253, -0.14258742332458496]","[0.4938342869281769, 0.5539283156394958, -0.18564237654209137]","[0.5585553646087646, 0.5853012204170227, -0.1895824819803238]","[0.5905819535255432, 0.6264117360115051, -0.1849893033504486]"
R,"[0.5193267464637756, 0.8274229764938354, -3.780573649692087e-07]","[0.45135778188705444, 0.7709169387817383, -0.041802503168582916]","[0.41068631410598755, 0.68589186668396, -0.07402539998292923]","[0.4058670401573181, 0.6138076782226562, -0.11130643635988235]","[0.45511940121650696, 0.5708858370780945, -0.14496110379695892]","[0.45974043011665344, 0.5266612768173218, -0.0029810951091349125]","[0.4729718863964081, 0.4283909797668457, -0.05069505423307419]","[0.4690278172492981, 0.3715991675853729, -0.0837470218539238]","[0.46306633949279785, 0.3451659679412842, -0.10301146656274796]","[0.5127699971199036, 0.5376466512680054, -0.010675080120563507]","[0.5315688252449036, 0.4399895668029785, -0.06845946609973907]","[0.490676611661911, 0.5036359429359436, -0.08681618422269821]","[0.46740567684173584, 0.5597521662712097, -0.083690345287323]","[0.5636540055274963, 0.5653792023658752, -0.028540242463350296]","[0.5829365253448486, 0.478782057762146, -0.08251035958528519]","[0.5377106070518494, 0.5321575403213501, -0.08171570301055908]","[0.5101050734519958, 0.585006058216095, -0.0663846954703331]","[0.6084438562393188, 0.6084920763969421, -0.05124171823263168]","[0.6103919744491577, 0.5410944223403931, -0.08538442105054855]","[0.5696433782577515, 0.5655809640884399, -0.08314808458089828]","[0.5417502522468567, 0.6051785945892334, -0.07298409193754196]"
R,"[0.458586722612381, 0.8168026804924011, -2.2628825480097703e-09]","[0.4008393883705139, 0.7597975730895996, -0.07170853763818741]","[0.3954160809516907, 0.6750840544700623, -0.10286583006381989]","[0.44494569301605225, 0.6134698390960693, -0.12849849462509155]","[0.5041137933731079, 0.5679993629455566, -0.15173086524009705]","[0.4148155450820923, 0.5383238196372986, -0.048639021813869476]","[0.41406750679016113, 0.43586647510528564, -0.08900666236877441]","[0.43340593576431274, 0.3834700584411621, -0.12162040919065475]","[0.4563649296760559, 0.3467845916748047, -0.14710864424705505]","[0.48131176829338074, 0.5510585904121399, -0.04017464444041252]","[0.5362863540649414, 0.44863608479499817, -0.1047331690788269]","[0.5436925888061523, 0.5109665989875793, -0.1493959277868271]","[0.5349004864692688, 0.5709834694862366, -0.1688714176416397]","[0.5320980548858643, 0.5785963535308838, -0.03872459754347801]","[0.5801013708114624, 0.4884272515773773, -0.10487524420022964]","[0.5831401348114014, 0.5418878197669983, -0.1390586644411087]","[0.5639144778251648, 0.5986458659172058, -0.14865998923778534]","[0.5680025815963745, 0.6160077452659607, -0.04178883880376816]","[0.600035548210144, 0.5435854196548462, -0.09589836001396179]","[0.6051536798477173, 0.5641523599624634, -0.12139179557561874]","[0.5856482982635498, 0.5996707677841187, -0.1320187896490097]"
L,"[0.4920874238014221, 0.8269001841545105, 1.0139340247405926e-06]","[0.5799627304077148, 0.7757671475410461, -0.08937270939350128]","[0.6074175238609314, 0.7009791731834412, -0.14538121223449707]","[0.6093006134033203, 0.639414370059967, -0.20184656977653503]","[0.5709725022315979, 0.5746831297874451, -0.25853681564331055]","[0.5689993500709534, 0.5571895241737366, -0.03363112732768059]","[0.5504843592643738, 0.4564647078514099, -0.08007410168647766]","[0.5598414540290833, 0.3823971748352051, -0.12220004200935364]","[0.5612473487854004, 0.32942140102386475, -0.15501229465007782]","[0.5085897445678711, 0.5729010701179504, -0.032531674951314926]","[0.48394036293029785, 0.4655766487121582, -0.1092095896601677]","[0.5147345662117004, 0.5189201235771179, -0.1608819216489792]","[0.5433505177497864, 0.5672256946563721, -0.18279661238193512]","[0.4565725326538086, 0.5988654494285583, -0.04440033435821533]","[0.43509507179260254, 0.5016813278198242, -0.12471818178892136]","[0.4810997247695923, 0.5538768172264099, -0.16440044343471527]","[0.504362940788269, 0.6097842454910278, -0.1748698204755783]","[0.41087067127227783, 0.6279551386833191, -0.06463697552680969]","[0.41137439012527466, 0.5635055303573608, -0.1257973462343216]","[0.4470660090446472, 0.5929256677627563, -0.15496720373630524]","[0.4684799909591675, 0.6343086957931519, -0.1689337193965912]"
R,"[0.44066524505615234, 0.8024072647094727, 6.645566941188008e-07]","[0.4172501862049103, 0.7349635362625122, -0.11818933486938477]","[0.437424898147583, 0.6576371192932129, -0.15279307961463928]","[0.5011589527130127, 0.5967867970466614, -0.17219923436641693]","[0.565794050693512, 0.5387742519378662, -0.18658189475536346]","[0.424963116645813, 0.5203807950019836, -0.04453035071492195]","[0.4213142991065979, 0.41470015048980713, -0.08564157038927078]","[0.4503430128097534, 0.36192387342453003, -0.1311642974615097]","[0.47902610898017883, 0.3338899314403534, -0.16473388671875]","[0.4867485761642456, 0.5410342216491699, -0.007911356166005135]","[0.5495983958244324, 0.4491012394428253, -0.07958241552114487]","[0.5828238725662231, 0.4872283935546875, -0.15638262033462524]","[0.5811806321144104, 0.550645112991333, -0.19729575514793396]","[0.5402016043663025, 0.5694260597229004, 0.016459031030535698]","[0.5999263525009155, 0.48831018805503845, -0.05986061319708824]","[0.6230089664459229, 0.515957772731781, -0.13707159459590912]","[0.6053221225738525, 0.5686376094818115, -0.17303970456123352]","[0.5838877558708191, 0.5969395041465759, 0.0330176018178463]","[0.6264357566833496, 0.5326867699623108, -0.03267994150519371]","[0.6427698135375977, 0.5465295910835266, -0.08713922649621964]","[0.6207162737846375, 0.5866756439208984, -0.11658594012260437]"
R,"[0.44343382120132446, 0.7918121218681335, -6.340289360196039e-08]","[0.4047079384326935, 0.7243942618370056, -0.082312673330307]","[0.4182533025741577, 0.6346993446350098, -0.1081131249666214]","[0.47298792004585266, 0.5727900862693787, -0.12409903854131699]","[0.5338876247406006, 0.5332044959068298, -0.13555705547332764]","[0.4180263876914978, 0.5134537220001221, -0.04725552350282669]","[0.41802650690078735, 0.40810972452163696, -0.08445687592029572]","[0.43391361832618713, 0.3638119697570801, -0.11362802237272263]","[0.4538004398345947, 0.34002065658569336, -0.1334395408630371]","[0.48027175664901733, 0.5300186276435852, -0.028686461970210075]","[0.544983983039856, 0.42973023653030396, -0.09172742813825607]","[0.5452374219894409, 0.48740121722221375, -0.1384805291891098]","[0.5310822129249573, 0.5529109239578247, -0.15543483197689056]","[0.5332334041595459, 0.5583829283714294, -0.018090546131134033]","[0.5908986330032349, 0.4766119122505188, -0.08309650421142578]","[0.5849799513816833, 0.5234799385070801, -0.12448196858167648]","[0.5606279969215393, 0.5774139165878296, -0.13551902770996094]","[0.5736061930656433, 0.5944918394088745, -0.012365580536425114]","[0.6146067380905151, 0.5288876891136169, -0.060528021305799484]","[0.6158508658409119, 0.5416598916053772, -0.08689407259225845]","[0.5895758271217346, 0.5687034130096436, -0.09674625098705292]"
