Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5394231677055359, 0.8594745397567749, 2.976323685288662e-07]","[0.5883740186691284, 0.8125504851341248, -0.054100919514894485]","[0.6076158285140991, 0.7449231147766113, -0.08799434453248978]","[0.5404630303382874, 0.711075484752655, -0.11730051040649414]","[0.47106701135635376, 0.6938226222991943, -0.14337527751922607]","[0.5700887441635132, 0.5939003825187683, -0.06601538509130478]","[0.5658406019210815, 0.48891371488571167, -0.10933183133602142]","[0.5589002966880798, 0.42221373319625854, -0.13931603729724884]","[0.5465720891952515, 0.358132541179657, -0.16430027782917023]","[0.5040096044540405, 0.6108136773109436, -0.06662676483392715]","[0.4906644821166992, 0.5926317572593689, -0.11766284704208374]","[0.5210709571838379, 0.6866248846054077, -0.12853045761585236]","[0.5427970290184021, 0.7131757736206055, -0.12953495979309082]","[0.45093613862991333, 0.6455122232437134, -0.073174387216568]","[0.4298812747001648, 0.6317734718322754, -0.12089315056800842]","[0.4720349907875061, 0.7098335027694702, -0.10758358240127563]","[0.5007060170173645, 0.7256168723106384, -0.09187890589237213]","[0.407253623008728, 0.6939979791641235, -0.08537796884775162]","[0.39065831899642944, 0.6810659170150757, -0.11820827424526215]","[0.4315612316131592, 0.7276965975761414, -0.10644583404064178]","[0.460965633392334, 0.7418681979179382, -0.09259435534477234]"
L,"[0.5738980174064636, 0.873605489730835, -1.3137973553511983e-07]","[0.6074251532554626, 0.8298141360282898, -0.08436327427625656]","[0.5819124579429626, 0.762668788433075, -0.12355458736419678]","[0.48980477452278137, 0.7464967966079712, -0.1514240801334381]","[0.4123329818248749, 0.7297990918159485, -0.17485842108726501]","[0.5444539189338684, 0.6075960993766785, -0.0887453556060791]","[0.5083141922950745, 0.4947616457939148, -0.14521460235118866]","[0.4746524691581726, 0.4337053894996643, -0.18201017379760742]","[0.44218534231185913, 0.37027329206466675, -0.20880670845508575]","[0.4876665771007538, 0.6305866241455078, -0.07390947639942169]","[0.41737037897109985, 0.6311420798301697, -0.14584463834762573]","[0.45277151465415955, 0.7203444242477417, -0.1635885238647461]","[0.49674299359321594, 0.7457398176193237, -0.16430090367794037]","[0.4362950325012207, 0.6670867204666138, -0.0685175359249115]","[0.36984848976135254, 0.6718646883964539, -0.1396389752626419]","[0.41506409645080566, 0.7503197193145752, -0.1318175047636032]","[0.4612308740615845, 0.762039065361023, -0.11299232393503189]","[0.39860206842422485, 0.7112770080566406, -0.07077198475599289]","[0.34010714292526245, 0.717404842376709, -0.12273097783327103]","[0.383136510848999, 0.7717685699462891, -0.1153867319226265]","[0.427620530128479, 0.7871342301368713, -0.09891509264707565]"
R,"[0.5657627582550049, 0.8073082566261292, -3.295447186246747e-07]","[0.46031320095062256, 0.7715085744857788, -0.015960395336151123]","[0.3949655592441559, 0.7319870591163635, -0.053211987018585205]","[0.3494715988636017, 0.6972879767417908, -0.09481366723775864]","[0.36818742752075195, 0.6733375787734985, -0.13697609305381775]","[0.4295065402984619, 0.5748338103294373, -0.04012129455804825]","[0.36910223960876465, 0.4991898834705353, -0.08765915781259537]","[0.3264775276184082, 0.446779727935791, -0.1220821887254715]","[0.29604700207710266, 0.400881826877594, -0.14905790984630585]","[0.4808672070503235, 0.5739380717277527, -0.056275829672813416]","[0.369148313999176, 0.5831794142723083, -0.09317119419574738]","[0.371448278427124, 0.6588187217712402, -0.08749406784772873]","[0.40653473138809204, 0.6741777658462524, -0.08116272836923599]","[0.5155377984046936, 0.6042647361755371, -0.07724647223949432]","[0.40159475803375244, 0.6212660670280457, -0.10315046459436417]","[0.40064847469329834, 0.6821512579917908, -0.07020509988069534]","[0.4347280263900757, 0.6946976780891418, -0.04821346700191498]","[0.5306092500686646, 0.652754008769989, -0.10264743119478226]","[0.43275585770606995, 0.6681220531463623, -0.12213585525751114]","[0.42638692259788513, 0.7102689743041992, -0.10348337143659592]","[0.4539719521999359, 0.7235881686210632, -0.08720353245735168]"
L,"[0.5424071550369263, 0.8705337047576904, 2.6973327749146847e-07]","[0.5920724868774414, 0.8272889256477356, -0.05306403711438179]","[0.6142885684967041, 0.7504230737686157, -0.0877232477068901]","[0.5442016124725342, 0.708827555179596, -0.11877866089344025]","[0.4698758125305176, 0.688589870929718, -0.14572295546531677]","[0.5780144929885864, 0.5887593030929565, -0.060034479945898056]","[0.5741045475006104, 0.4790946841239929, -0.10736989229917526]","[0.5713027715682983, 0.40636423230171204, -0.1351117044687271]","[0.5625396370887756, 0.33792126178741455, -0.15679268538951874]","[0.5072905421257019, 0.6069682240486145, -0.06481985747814178]","[0.4950130879878998, 0.5829194188117981, -0.12480296939611435]","[0.5278626084327698, 0.6872550249099731, -0.13308970630168915]","[0.549006462097168, 0.7148155570030212, -0.1276097148656845]","[0.45141059160232544, 0.645021915435791, -0.07629681378602982]","[0.4330354928970337, 0.6255789399147034, -0.13820216059684753]","[0.4837051033973694, 0.7149599194526672, -0.12112051993608475]","[0.5112767219543457, 0.7333341240882874, -0.09741542488336563]","[0.4055572748184204, 0.699962854385376, -0.09273941069841385]","[0.39377403259277344, 0.6808911561965942, -0.13545425236225128]","[0.4398306906223297, 0.7348911762237549, -0.12001325935125351]","[0.46658071875572205, 0.7497254610061646, -0.0998680517077446]"
R,"[0.4637102782726288, 0.8408587574958801, -2.2668781696211227e-07]","[0.4295300841331482, 0.797126054763794, -0.06891268491744995]","[0.4398752450942993, 0.7412551641464233, -0.10396017134189606]","[0.5076737403869629, 0.7187250256538391, -0.127878800034523]","[0.575481653213501, 0.7081913352012634, -0.14360812306404114]","[0.47492823004722595, 0.599054753780365, -0.08121571689844131]","[0.5055460333824158, 0.48890185356140137, -0.14301863312721252]","[0.5214081406593323, 0.42580199241638184, -0.18796762824058533]","[0.5344858169555664, 0.36922213435173035, -0.2190317064523697]","[0.5371989011764526, 0.6273378729820251, -0.06712890416383743]","[0.574321985244751, 0.6014209389686584, -0.12406667321920395]","[0.534238338470459, 0.6858308911323547, -0.13339340686798096]","[0.5134525299072266, 0.7085826992988586, -0.13236333429813385]","[0.5847682356834412, 0.6626492142677307, -0.060872431844472885]","[0.6349343657493591, 0.6354427337646484, -0.11877702921628952]","[0.5863611102104187, 0.7010747790336609, -0.09947854280471802]","[0.5548760890960693, 0.7118388414382935, -0.07654710859060287]","[0.6160688996315002, 0.7028437256813049, -0.060445018112659454]","[0.6522126197814941, 0.6903846859931946, -0.10465805977582932]","[0.6172306537628174, 0.7369772791862488, -0.08888837695121765]","[0.5868262052536011, 0.7464162707328796, -0.06865647435188293]"
L,"[0.45712366700172424, 0.8198164701461792, 4.787277703144355e-07]","[0.5645341873168945, 0.7842298746109009, -0.030491918325424194]","[0.618109941482544, 0.7401254177093506, -0.07947921007871628]","[0.6448350548744202, 0.6966656446456909, -0.1328553557395935]","[0.5943190455436707, 0.6816685795783997, -0.1849045604467392]","[0.5878816246986389, 0.5894442200660706, -0.07695411145687103]","[0.6274506449699402, 0.49693262577056885, -0.13095159828662872]","[0.6592205166816711, 0.4314098656177521, -0.16526538133621216]","[0.6713411808013916, 0.37724655866622925, -0.18920466303825378]","[0.5273515582084656, 0.5973026752471924, -0.10124846547842026]","[0.5896276831626892, 0.585504949092865, -0.1634337604045868]","[0.5900880694389343, 0.6613163352012634, -0.16937878727912903]","[0.574089765548706, 0.6917772889137268, -0.16372165083885193]","[0.4796195328235626, 0.6272248029708862, -0.1291307508945465]","[0.5467825531959534, 0.6177850961685181, -0.1832633763551712]","[0.5611399412155151, 0.6846478581428528, -0.16534604132175446]","[0.545928418636322, 0.7100614309310913, -0.14371582865715027]","[0.4443671405315399, 0.6698524355888367, -0.16151894629001617]","[0.5102649927139282, 0.6661099791526794, -0.19096288084983826]","[0.534142017364502, 0.7081870436668396, -0.1729898452758789]","[0.5229752063751221, 0.7290752530097961, -0.15534493327140808]"
L,"[0.4615890681743622, 0.7286872267723083, 1.0098781331180362e-06]","[0.5522308349609375, 0.7173292636871338, -0.04940402880311012]","[0.5873451232910156, 0.7037303447723389, -0.12715615332126617]","[0.6033991575241089, 0.6996641159057617, -0.2044518142938614]","[0.5961632132530212, 0.6984772086143494, -0.2829930782318115]","[0.5681812763214111, 0.5669532418251038, -0.1464942991733551]","[0.6085906028747559, 0.48428672552108765, -0.22672387957572937]","[0.6459702253341675, 0.42212796211242676, -0.2770988643169403]","[0.6613026261329651, 0.3680605888366699, -0.310123085975647]","[0.5103452205657959, 0.5742014050483704, -0.1661180853843689]","[0.5868582129478455, 0.5815829038619995, -0.23738019168376923]","[0.5996667146682739, 0.6566113829612732, -0.234476700425148]","[0.5858237147331238, 0.6878225207328796, -0.22438105940818787]","[0.46359121799468994, 0.6101914048194885, -0.1896742582321167]","[0.5435040593147278, 0.6085731387138367, -0.24905867874622345]","[0.5634949803352356, 0.6776283979415894, -0.21410533785820007]","[0.5450651049613953, 0.7004485130310059, -0.18297253549098969]","[0.4346437454223633, 0.6502837538719177, -0.2189149111509323]","[0.49741271138191223, 0.6660823225975037, -0.2548793852329254]","[0.5241742134094238, 0.7068422436714172, -0.22874192893505096]","[0.5115126371383667, 0.7183325290679932, -0.20587752759456635]"
L,"[0.595617949962616, 0.8714675903320312, 1.3209769633704127e-07]","[0.6122221350669861, 0.828877329826355, -0.11253394186496735]","[0.5756967067718506, 0.7619805335998535, -0.15745140612125397]","[0.48498424887657166, 0.7438228726387024, -0.1832360476255417]","[0.4064009189605713, 0.7238302230834961, -0.20104677975177765]","[0.5506218075752258, 0.5966647267341614, -0.09738370776176453]","[0.5098685622215271, 0.49757906794548035, -0.15332424640655518]","[0.47693923115730286, 0.4354754388332367, -0.18958906829357147]","[0.4488154947757721, 0.37098145484924316, -0.2144782394170761]","[0.4961465001106262, 0.6245526671409607, -0.06495100259780884]","[0.4249371290206909, 0.6155174970626831, -0.13261355459690094]","[0.45865046977996826, 0.7032099366188049, -0.1478825956583023]","[0.500113844871521, 0.7235673069953918, -0.14511463046073914]","[0.4472272992134094, 0.6601586937904358, -0.04591492563486099]","[0.37410521507263184, 0.6568776965141296, -0.11456963419914246]","[0.4175439774990082, 0.7344650626182556, -0.1103644073009491]","[0.46377983689308167, 0.7395124435424805, -0.09304248541593552]","[0.41162002086639404, 0.6991151571273804, -0.03698969632387161]","[0.35255059599876404, 0.7021298408508301, -0.08702147752046585]","[0.39196112751960754, 0.7519197463989258, -0.08532203733921051]","[0.4367886781692505, 0.764543354511261, -0.07288581877946854]"
L,"[0.5730054378509521, 0.8672223091125488, -3.719997465623237e-08]","[0.5940855741500854, 0.8239902853965759, -0.08344083279371262]","[0.5635387897491455, 0.758652925491333, -0.1175466999411583]","[0.4774872660636902, 0.7390722632408142, -0.13888785243034363]","[0.3984255790710449, 0.719197154045105, -0.15215018391609192]","[0.525617241859436, 0.601634681224823, -0.0731963962316513]","[0.4807627201080322, 0.5008836984634399, -0.13166306912899017]","[0.4472705125808716, 0.44121602177619934, -0.16617275774478912]","[0.41756343841552734, 0.3794035315513611, -0.188141867518425]","[0.47593963146209717, 0.6302120089530945, -0.0536780059337616]","[0.4022030234336853, 0.616295576095581, -0.11793484538793564]","[0.44543370604515076, 0.7078180313110352, -0.12497361749410629]","[0.49046260118484497, 0.7142742276191711, -0.11607468128204346]","[0.4319797456264496, 0.663712739944458, -0.04558926448225975]","[0.35390734672546387, 0.6504979729652405, -0.11084288358688354]","[0.3977876305580139, 0.7329490184783936, -0.09091298282146454]","[0.44274312257766724, 0.7327536940574646, -0.0628393217921257]","[0.39848464727401733, 0.7030041813850403, -0.0454823262989521]","[0.3356034755706787, 0.7040656805038452, -0.09126899391412735]","[0.3746283948421478, 0.7567726373672485, -0.07650474458932877]","[0.41726768016815186, 0.7655612826347351, -0.05356328934431076]"
R,"[0.46579641103744507, 0.8627463579177856, -1.5388441454433632e-07]","[0.4017646908760071, 0.8066805601119995, -0.0746702328324318]","[0.36544495820999146, 0.7404932379722595, -0.12884685397148132]","[0.41418522596359253, 0.7034933567047119, -0.1785680204629898]","[0.4832230806350708, 0.6802408695220947, -0.22152772545814514]","[0.40095213055610657, 0.5883007645606995, -0.08205942064523697]","[0.40352559089660645, 0.46280378103256226, -0.15435150265693665]","[0.40470731258392334, 0.3938988447189331, -0.196380615234375]","[0.40660786628723145, 0.33183401823043823, -0.22435130178928375]","[0.4672822058200836, 0.6109586358070374, -0.07610563188791275]","[0.4635677635669708, 0.5778495669364929, -0.15627576410770416]","[0.444129079580307, 0.6741425395011902, -0.1616666615009308]","[0.4440852403640747, 0.7027321457862854, -0.15218716859817505]","[0.5224114656448364, 0.6468887329101562, -0.08217793703079224]","[0.528571367263794, 0.616891086101532, -0.1536596417427063]","[0.4914480745792389, 0.6985322833061218, -0.12357542663812637]","[0.47681233286857605, 0.7224076986312866, -0.09015471488237381]","[0.5631316304206848, 0.689327597618103, -0.09722886234521866]","[0.562936544418335, 0.6821296215057373, -0.1504272222518921]","[0.5272793173789978, 0.7318742275238037, -0.13950839638710022]","[0.5106596946716309, 0.7439031600952148, -0.12128167599439621]"
R,"[0.5238558650016785, 0.7772179245948792, 3.3168106483572046e-08]","[0.4351642429828644, 0.7560828924179077, -0.04005809873342514]","[0.3788619637489319, 0.7379392385482788, -0.10296298563480377]","[0.34316903352737427, 0.7214897871017456, -0.16238172352313995]","[0.3519892394542694, 0.7026955485343933, -0.22500170767307281]","[0.4125950038433075, 0.5829581618309021, -0.12068795412778854]","[0.3533689081668854, 0.4986613392829895, -0.1989477127790451]","[0.30667251348495483, 0.4360960125923157, -0.2579318583011627]","[0.27936089038848877, 0.383389949798584, -0.2996695339679718]","[0.47774767875671387, 0.5910196304321289, -0.12346401810646057]","[0.370725154876709, 0.5985602140426636, -0.17265337705612183]","[0.3623778820037842, 0.6794381737709045, -0.1634199321269989]","[0.3951859474182129, 0.6990353465080261, -0.15597280859947205]","[0.523719072341919, 0.6339836120605469, -0.13013394176959991]","[0.41308483481407166, 0.6281054615974426, -0.1627873033285141]","[0.39518535137176514, 0.6908453702926636, -0.12228728830814362]","[0.4341115653514862, 0.7113661170005798, -0.09702035784721375]","[0.546346127986908, 0.6848351955413818, -0.1412181556224823]","[0.44705650210380554, 0.6956528425216675, -0.16809991002082825]","[0.42336422204971313, 0.7360232472419739, -0.1460118442773819]","[0.454571932554245, 0.7495221495628357, -0.12768016755580902]"
L,"[0.5117903351783752, 0.8667152523994446, 2.9359134146034194e-07]","[0.563012957572937, 0.8268864154815674, -0.0583668053150177]","[0.5856257677078247, 0.7553662061691284, -0.09333791583776474]","[0.5181885361671448, 0.7135513424873352, -0.12206263840198517]","[0.44556424021720886, 0.6891651749610901, -0.14640891551971436]","[0.5479586124420166, 0.5962170362472534, -0.06735806167125702]","[0.5438566207885742, 0.4812694787979126, -0.11629334837198257]","[0.5430524349212646, 0.40524721145629883, -0.1488712877035141]","[0.5353239178657532, 0.33524444699287415, -0.17434395849704742]","[0.4802394509315491, 0.6135098934173584, -0.06755444407463074]","[0.4670742452144623, 0.577683687210083, -0.12487655133008957]","[0.49313098192214966, 0.6808682084083557, -0.13391290605068207]","[0.5102317333221436, 0.7119243144989014, -0.13024072349071503]","[0.42456161975860596, 0.6485625505447388, -0.0746999979019165]","[0.4036121070384979, 0.6174847483634949, -0.12779617309570312]","[0.446361780166626, 0.7027233242988586, -0.10824018716812134]","[0.4701623320579529, 0.7226687669754028, -0.08568738400936127]","[0.37816768884658813, 0.7017512321472168, -0.0880199521780014]","[0.36238253116607666, 0.6779237985610962, -0.12182611227035522]","[0.40238291025161743, 0.729587733745575, -0.10325251519680023]","[0.42276254296302795, 0.746036946773529, -0.08338677883148193]"
L,"[0.5117429494857788, 0.8118077516555786, 1.9914600102310942e-07]","[0.5900899767875671, 0.7845821380615234, -0.033809199929237366]","[0.6266184449195862, 0.7244211435317993, -0.053941644728183746]","[0.5798150300979614, 0.6757940649986267, -0.07304245233535767]","[0.520431399345398, 0.6602388620376587, -0.09108312427997589]","[0.6078003644943237, 0.596319317817688, -0.052129149436950684]","[0.6157329082489014, 0.48892176151275635, -0.08435793220996857]","[0.6136497259140015, 0.42455166578292847, -0.10481675714254379]","[0.6141500473022461, 0.3643268942832947, -0.12298235297203064]","[0.5534226298332214, 0.6017056107521057, -0.059356171637773514]","[0.5417840480804443, 0.5646703839302063, -0.10166820883750916]","[0.5467863082885742, 0.628528892993927, -0.11309152841567993]","[0.5621222853660583, 0.6602565050125122, -0.11748108267784119]","[0.5037832856178284, 0.6199211478233337, -0.07030557096004486]","[0.488838255405426, 0.5918753743171692, -0.11508917063474655]","[0.5084133148193359, 0.6619231104850769, -0.11260074377059937]","[0.5359401106834412, 0.6935486793518066, -0.10419312119483948]","[0.46351784467697144, 0.6513270735740662, -0.08461656421422958]","[0.4571228623390198, 0.6334013342857361, -0.11397956311702728]","[0.48060232400894165, 0.6786436438560486, -0.10879462212324142]","[0.5016940832138062, 0.7022113800048828, -0.10144581645727158]"
R,"[0.5785194039344788, 0.8281592726707458, -2.749594898432406e-07]","[0.45347243547439575, 0.7689633369445801, 0.03154280409216881]","[0.3842644989490509, 0.7387272119522095, -0.012332286685705185]","[0.337118923664093, 0.7024906873703003, -0.07754310220479965]","[0.35085853934288025, 0.6735957860946655, -0.14664660394191742]","[0.4335056245326996, 0.5785062313079834, -0.012909194454550743]","[0.3635609745979309, 0.49116402864456177, -0.07059047371149063]","[0.31732553243637085, 0.43114423751831055, -0.10825838148593903]","[0.2862943410873413, 0.37999725341796875, -0.1376548558473587]","[0.4779271185398102, 0.5869855284690857, -0.06692220270633698]","[0.3617348074913025, 0.5758743286132812, -0.11016195267438889]","[0.3680250346660614, 0.661150336265564, -0.09645499289035797]","[0.41339296102523804, 0.6756901144981384, -0.08565305918455124]","[0.5060420036315918, 0.618801474571228, -0.1250104308128357]","[0.3893885016441345, 0.6163471937179565, -0.15652912855148315]","[0.39788514375686646, 0.6852168440818787, -0.11292297393083572]","[0.4435570538043976, 0.6973066926002502, -0.08771171420812607]","[0.5194436311721802, 0.6580123901367188, -0.18415555357933044]","[0.4284335672855377, 0.672137439250946, -0.2039513885974884]","[0.4272421598434448, 0.7176172733306885, -0.17978763580322266]","[0.4630339741706848, 0.7267490029335022, -0.16426992416381836]"
L,"[0.5654458999633789, 0.8591667413711548, 1.796248909613496e-07]","[0.589247465133667, 0.8056553602218628, -0.09833642095327377]","[0.5487369894981384, 0.7289736270904541, -0.13546422123908997]","[0.45285212993621826, 0.7078123688697815, -0.15732398629188538]","[0.3738940954208374, 0.6925586462020874, -0.17006312310695648]","[0.5247958898544312, 0.569861114025116, -0.07786960154771805]","[0.48405468463897705, 0.4620349407196045, -0.1317797750234604]","[0.45693814754486084, 0.3960539698600769, -0.1626855432987213]","[0.4360637664794922, 0.32881245017051697, -0.18230007588863373]","[0.4643997251987457, 0.6041611433029175, -0.054126888513565063]","[0.40316540002822876, 0.5801799297332764, -0.1136847510933876]","[0.43907544016838074, 0.6669344902038574, -0.12010395526885986]","[0.4796859323978424, 0.6813282370567322, -0.11170876771211624]","[0.4143403470516205, 0.6466594338417053, -0.04435141384601593]","[0.35070356726646423, 0.6253712773323059, -0.10755367577075958]","[0.397116482257843, 0.6992809772491455, -0.09828834235668182]","[0.44050371646881104, 0.6987910270690918, -0.07796765118837357]","[0.3794935941696167, 0.6959265470504761, -0.04425534978508949]","[0.32897353172302246, 0.6841442584991455, -0.08768466860055923]","[0.36968520283699036, 0.7280760407447815, -0.08129258453845978]","[0.40930959582328796, 0.7380943298339844, -0.06644245982170105]"
L,"[0.5167407989501953, 0.8390530943870544, 5.2169475850405433e-08]","[0.5581584572792053, 0.787469744682312, -0.05378388240933418]","[0.5645229816436768, 0.7210277915000916, -0.07895772159099579]","[0.4881918728351593, 0.6923397779464722, -0.09699536114931107]","[0.42228418588638306, 0.6789394021034241, -0.10991255939006805]","[0.5308548808097839, 0.5819723010063171, -0.05510115250945091]","[0.5136950612068176, 0.4835963845252991, -0.10018746554851532]","[0.5004351139068604, 0.4246578812599182, -0.13674896955490112]","[0.4875727891921997, 0.3652888536453247, -0.16494141519069672]","[0.47296586632728577, 0.608306348323822, -0.04923051595687866]","[0.44886454939842224, 0.5809605121612549, -0.09659235924482346]","[0.4742887318134308, 0.6678223013877869, -0.10918206721544266]","[0.49763360619544983, 0.6960573196411133, -0.11289044469594955]","[0.42368197441101074, 0.64249187707901, -0.05073462426662445]","[0.3878977298736572, 0.6117708683013916, -0.09005944430828094]","[0.42523396015167236, 0.6847013235092163, -0.07649441808462143]","[0.4609505236148834, 0.7061291933059692, -0.06283097714185715]","[0.3872683644294739, 0.6893246173858643, -0.05860993266105652]","[0.35360947251319885, 0.6726996302604675, -0.08140073716640472]","[0.38965797424316406, 0.7148776650428772, -0.06785717606544495]","[0.42420434951782227, 0.7321354150772095, -0.05481164529919624]"
R,"[0.4070611000061035, 0.7962035536766052, 3.7767598826121684e-08]","[0.4261273145675659, 0.7664254903793335, -0.09421110153198242]","[0.49506646394729614, 0.7320942282676697, -0.11713850498199463]","[0.5867617130279541, 0.7185972332954407, -0.11756374686956406]","[0.6571145057678223, 0.7079310417175293, -0.10770571976900101]","[0.5170486569404602, 0.5825692415237427, -0.08627957850694656]","[0.5820476412773132, 0.48135992884635925, -0.13303641974925995]","[0.6193428039550781, 0.4152432680130005, -0.17016591131687164]","[0.6518802642822266, 0.3593510091304779, -0.19416457414627075]","[0.5574104189872742, 0.6136578321456909, -0.04537288099527359]","[0.6491778492927551, 0.6076387763023376, -0.08744650334119797]","[0.598433256149292, 0.6751630306243896, -0.10111907124519348]","[0.557075560092926, 0.699513852596283, -0.10134254395961761]","[0.5889881253242493, 0.6531563997268677, -0.012659123167395592]","[0.6686317920684814, 0.6553726196289062, -0.05959998816251755]","[0.6139490008354187, 0.703050434589386, -0.06102161109447479]","[0.5713035464286804, 0.7047429084777832, -0.04951461777091026]","[0.6126576662063599, 0.6884454488754272, 0.013383571058511734]","[0.6675404906272888, 0.6927034854888916, -0.019177677109837532]","[0.6304773688316345, 0.7248297333717346, -0.014585386961698532]","[0.5890909433364868, 0.7238737940788269, -0.0030618109740316868]"
L,"[0.5556901693344116, 0.780224084854126, 1.002199383037805e-06]","[0.575328528881073, 0.7865046262741089, -0.1667642444372177]","[0.5504814982414246, 0.7516646981239319, -0.2572532892227173]","[0.47766000032424927, 0.7245392799377441, -0.3151629567146301]","[0.38888365030288696, 0.7063888907432556, -0.36869415640830994]","[0.5653082132339478, 0.5975233316421509, -0.20139089226722717]","[0.5290387868881226, 0.5437926054000854, -0.2804880738258362]","[0.5370596647262573, 0.5044371485710144, -0.31787145137786865]","[0.5372790098190308, 0.4422619044780731, -0.33763155341148376]","[0.5068848729133606, 0.593403160572052, -0.13749675452709198]","[0.4245791435241699, 0.6062789559364319, -0.20907674729824066]","[0.4446023106575012, 0.6862234473228455, -0.2026730626821518]","[0.4736194610595703, 0.686370313167572, -0.18525700271129608]","[0.45446866750717163, 0.6129918098449707, -0.08805710822343826]","[0.38441258668899536, 0.6322919130325317, -0.1531759351491928]","[0.4096531271934509, 0.7048894166946411, -0.1273391991853714]","[0.4391782283782959, 0.7016052007675171, -0.09832356125116348]","[0.40851327776908875, 0.6319674849510193, -0.052228640764951706]","[0.37207406759262085, 0.6588650345802307, -0.10100261867046356]","[0.3882996737957001, 0.7053616642951965, -0.09547319263219833]","[0.413924902677536, 0.7073569893836975, -0.08156290650367737]"
R,"[0.5190908312797546, 0.8475755453109741, -4.98547933602822e-07]","[0.4443647861480713, 0.8151134848594666, -0.04108633100986481]","[0.38648268580436707, 0.7607471346855164, -0.07694407552480698]","[0.3949800431728363, 0.7242697477340698, -0.11279918998479843]","[0.4486125409603119, 0.7170990705490112, -0.1453714221715927]","[0.42750847339630127, 0.5996739864349365, -0.05504448339343071]","[0.3936709463596344, 0.5083298683166504, -0.10317720472812653]","[0.37020355463027954, 0.44948649406433105, -0.13453586399555206]","[0.3570835590362549, 0.3989594578742981, -0.15964314341545105]","[0.5005007386207581, 0.5957403182983398, -0.062473658472299576]","[0.43847420811653137, 0.6131670475006104, -0.11017502099275589]","[0.42873281240463257, 0.6892552971839905, -0.11495592445135117]","[0.45143893361091614, 0.7142214775085449, -0.11283670365810394]","[0.5524521470069885, 0.6297153234481812, -0.07606709003448486]","[0.48873138427734375, 0.6623797416687012, -0.11422090977430344]","[0.466084748506546, 0.7203954458236694, -0.09032433480024338]","[0.4814132750034332, 0.7320265769958496, -0.07075496017932892]","[0.5862747430801392, 0.6813850402832031, -0.09662023186683655]","[0.5247463583946228, 0.7182168364524841, -0.12531684339046478]","[0.49403315782546997, 0.7571725249290466, -0.11308090388774872]","[0.49898242950439453, 0.7642204761505127, -0.09926200658082962]"
L,"[0.49629729986190796, 0.8840478658676147, 2.2179067116212536e-07]","[0.5512962937355042, 0.8304558992385864, -0.04972105473279953]","[0.5696992874145508, 0.7545604705810547, -0.08232760429382324]","[0.49333685636520386, 0.7143900394439697, -0.11181759834289551]","[0.42384621500968933, 0.6988617777824402, -0.13870356976985931]","[0.5295093059539795, 0.5967454314231873, -0.06373155862092972]","[0.5199986696243286, 0.47912922501564026, -0.1092083752155304]","[0.5118852853775024, 0.40501561760902405, -0.14149682223796844]","[0.5012158155441284, 0.33626601099967957, -0.16864024102687836]","[0.46323162317276, 0.6208004951477051, -0.0688653513789177]","[0.44592660665512085, 0.5867441892623901, -0.12565945088863373]","[0.47360163927078247, 0.6834063529968262, -0.1396443247795105]","[0.49844062328338623, 0.7170961499214172, -0.1422370821237564]","[0.408847838640213, 0.6611065864562988, -0.07969585806131363]","[0.3770056366920471, 0.631335437297821, -0.13162727653980255]","[0.4217868149280548, 0.7130083441734314, -0.11916808038949966]","[0.4603109359741211, 0.7353820204734802, -0.10333840548992157]","[0.36630016565322876, 0.7154023051261902, -0.09589145332574844]","[0.3382833003997803, 0.6931582689285278, -0.12848176062107086]","[0.3801145553588867, 0.7445080876350403, -0.11510732769966125]","[0.4145870804786682, 0.762464702129364, -0.10075576603412628]"
R,"[0.48509347438812256, 0.8544403910636902, -1.5064603076098138e-07]","[0.42736151814460754, 0.8126285076141357, -0.05754842609167099]","[0.39719921350479126, 0.7599475979804993, -0.10291406512260437]","[0.4429975152015686, 0.7305967211723328, -0.14225278794765472]","[0.50352942943573, 0.7144095301628113, -0.1749233901500702]","[0.4265526533126831, 0.5970030426979065, -0.07624053955078125]","[0.42802494764328003, 0.5007935166358948, -0.14106661081314087]","[0.43263858556747437, 0.4303998351097107, -0.18593363463878632]","[0.4363440275192261, 0.37194764614105225, -0.21844741702079773]","[0.4941185712814331, 0.6065958738327026, -0.07459384948015213]","[0.49756044149398804, 0.608340859413147, -0.13478170335292816]","[0.4784886837005615, 0.6921809911727905, -0.13683989644050598]","[0.4744826555252075, 0.7099763751029968, -0.13082429766654968]","[0.5483165383338928, 0.6404128670692444, -0.08161132037639618]","[0.5578723549842834, 0.6512871384620667, -0.13711345195770264]","[0.5260352492332458, 0.7184056043624878, -0.10750585794448853]","[0.5115324854850769, 0.7223920822143555, -0.08024848997592926]","[0.5891356468200684, 0.68926602602005, -0.09569984674453735]","[0.5949411392211914, 0.7083963751792908, -0.14077948033809662]","[0.5573992133140564, 0.7554863095283508, -0.12446194887161255]","[0.53510981798172, 0.7575397491455078, -0.10468403249979019]"
