Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.34666121006011963, 0.6644557118415833, 1.5720387409601244e-06]","[0.4301426112651825, 0.5595208406448364, 0.09720832109451294]","[0.5194646120071411, 0.5188473463058472, 0.05958641320466995]","[0.5937168598175049, 0.5100097060203552, 0.007825731299817562]","[0.6635715365409851, 0.5059293508529663, -0.04930085316300392]","[0.5091955065727234, 0.40439581871032715, -0.11006847023963928]","[0.6526203155517578, 0.3841511011123657, -0.13207879662513733]","[0.7392251491546631, 0.36946696043014526, -0.13340359926223755]","[0.8089218735694885, 0.35506683588027954, -0.13765832781791687]","[0.5144833922386169, 0.46445053815841675, -0.17958678305149078]","[0.692611038684845, 0.4307878017425537, -0.2086796760559082]","[0.7978403568267822, 0.4281581938266754, -0.20567089319229126]","[0.8860686421394348, 0.4174841046333313, -0.21316024661064148]","[0.5178552865982056, 0.5372973680496216, -0.2220962643623352]","[0.6471911072731018, 0.5683149695396423, -0.17853248119354248]","[0.5769427418708801, 0.6008260846138, -0.09795720130205154]","[0.5214154720306396, 0.6047401428222656, -0.0670878142118454]","[0.5323039293289185, 0.6140416860580444, -0.2594933807849884]","[0.6080019474029541, 0.6326246857643127, -0.18955634534358978]","[0.5531311631202698, 0.6520183086395264, -0.11236661672592163]","[0.508796751499176, 0.652347207069397, -0.07452785223722458]"
L,"[0.422544002532959, 0.6682606935501099, 1.6349581528629642e-06]","[0.5079523921012878, 0.5777121186256409, 0.04990679398179054]","[0.5635270476341248, 0.5320358276367188, -0.0064598866738379]","[0.6005313396453857, 0.5136542916297913, -0.07383453100919724]","[0.6358866095542908, 0.4957875907421112, -0.14106735587120056]","[0.5122187733650208, 0.4341092109680176, -0.12484631687402725]","[0.5941686630249023, 0.40471237897872925, -0.17317582666873932]","[0.6525799632072449, 0.37885481119155884, -0.19123688340187073]","[0.6947892904281616, 0.35562559962272644, -0.20675289630889893]","[0.49438926577568054, 0.48574551939964294, -0.18271005153656006]","[0.6069424748420715, 0.4365386366844177, -0.26552310585975647]","[0.6839261651039124, 0.4170037508010864, -0.28449031710624695]","[0.7483799457550049, 0.3945271074771881, -0.2992124557495117]","[0.4798927307128906, 0.5493118166923523, -0.22115392982959747]","[0.6087205410003662, 0.5535078644752502, -0.2306590974330902]","[0.581941545009613, 0.5860032439231873, -0.15109941363334656]","[0.5423663854598999, 0.5941826105117798, -0.10673128813505173]","[0.4820679724216461, 0.6070053577423096, -0.25900688767433167]","[0.5762964487075806, 0.6067768931388855, -0.23009929060935974]","[0.5562115907669067, 0.6285120248794556, -0.16011860966682434]","[0.5206371545791626, 0.6345314979553223, -0.11887512356042862]"
L,"[0.3630891740322113, 0.6761243343353271, 1.4190636647981592e-06]","[0.41150665283203125, 0.5894801020622253, -0.0020804908126592636]","[0.49309584498405457, 0.5267919898033142, -0.03450627624988556]","[0.576701819896698, 0.5213901400566101, -0.06970461457967758]","[0.6308223605155945, 0.5133974552154541, -0.10144440084695816]","[0.4717031717300415, 0.41781100630760193, -0.0830213651061058]","[0.6018402576446533, 0.40015846490859985, -0.13548702001571655]","[0.6770474314689636, 0.3852873742580414, -0.1683770716190338]","[0.7397440671920776, 0.3673934042453766, -0.1899169683456421]","[0.4589531123638153, 0.46258544921875, -0.11128835380077362]","[0.6169543862342834, 0.44489797949790955, -0.17442022264003754]","[0.711723804473877, 0.4316329061985016, -0.20184721052646637]","[0.7904719114303589, 0.4128008484840393, -0.2201196402311325]","[0.4560636579990387, 0.5266490578651428, -0.1338454782962799]","[0.6135604977607727, 0.5623220801353455, -0.18100397288799286]","[0.5767337679862976, 0.59015953540802, -0.1580764502286911]","[0.5269131064414978, 0.5899659395217896, -0.13511690497398376]","[0.45731914043426514, 0.5966323614120483, -0.15750977396965027]","[0.5778362154960632, 0.6259708404541016, -0.17967796325683594]","[0.5524818301200867, 0.640842854976654, -0.15404510498046875]","[0.511843740940094, 0.6318607926368713, -0.13124114274978638]"
L,"[0.3530535101890564, 0.6352500915527344, 5.839756340719759e-07]","[0.3947841227054596, 0.523215651512146, 0.08265721052885056]","[0.46494248509407043, 0.48330238461494446, 0.09656403958797455]","[0.5340321660041809, 0.49055472016334534, 0.09900425374507904]","[0.5880829691886902, 0.5187831521034241, 0.09984799474477768]","[0.49448737502098083, 0.41859641671180725, -0.0024254012387245893]","[0.6323988437652588, 0.4045774042606354, 0.012124982662498951]","[0.6975921392440796, 0.3993164300918579, 0.02927374839782715]","[0.7566389441490173, 0.39441561698913574, 0.039546240121126175]","[0.528597891330719, 0.4683525562286377, -0.039564814418554306]","[0.6677481532096863, 0.44862550497055054, -0.02538004145026207]","[0.7472487688064575, 0.44206833839416504, -0.014911630190908909]","[0.8027076721191406, 0.43479594588279724, -0.013613862916827202]","[0.5482107400894165, 0.5303764343261719, -0.060708947479724884]","[0.6182811856269836, 0.5604495406150818, -0.00915096327662468]","[0.5669763088226318, 0.5845666527748108, 0.027903158217668533]","[0.5255953073501587, 0.5928324460983276, 0.03919285163283348]","[0.5607571601867676, 0.5940296649932861, -0.07674504071474075]","[0.5933754444122314, 0.6158713102340698, -0.015126588754355907]","[0.5477903485298157, 0.628747284412384, 0.0239504836499691]","[0.5111916065216064, 0.6307200193405151, 0.0425497330725193]"
L,"[0.3675168752670288, 0.6325874924659729, 9.959892395272618e-07]","[0.3942030668258667, 0.5346821546554565, 0.01512838527560234]","[0.47442761063575745, 0.4851001501083374, -0.0019214944913983345]","[0.5613225102424622, 0.4759216010570526, -0.02124939113855362]","[0.6249639987945557, 0.48324286937713623, -0.037938594818115234]","[0.4889186918735504, 0.4202369451522827, -0.06877650320529938]","[0.6163855791091919, 0.4072341322898865, -0.10173318535089493]","[0.6897245049476624, 0.4014281630516052, -0.11383461207151413]","[0.7469689846038818, 0.3911024332046509, -0.11976657807826996]","[0.4973902106285095, 0.46041396260261536, -0.0932425782084465]","[0.6493196487426758, 0.4484952986240387, -0.12902753055095673]","[0.7346646785736084, 0.4446820318698883, -0.13608184456825256]","[0.8001477718353271, 0.4339412450790405, -0.1405993551015854]","[0.5024014711380005, 0.5165953040122986, -0.10963870584964752]","[0.629003643989563, 0.5570847988128662, -0.1290113776922226]","[0.590438187122345, 0.5781822800636292, -0.09642529487609863]","[0.5475205183029175, 0.5759127736091614, -0.07047204673290253]","[0.5031307935714722, 0.5781140923500061, -0.12547925114631653]","[0.5903732180595398, 0.6116180419921875, -0.1262311488389969]","[0.5585291981697083, 0.6227625012397766, -0.09492892026901245]","[0.5224592685699463, 0.6126686930656433, -0.07002650201320648]"
L,"[0.40448230504989624, 0.6388078331947327, 4.7595642627129564e-07]","[0.44329699873924255, 0.5152627229690552, 0.10552327334880829]","[0.5148488283157349, 0.4735046923160553, 0.13242825865745544]","[0.5870342254638672, 0.4778427481651306, 0.14388923346996307]","[0.6404314041137695, 0.5118842124938965, 0.15129457414150238]","[0.5548388957977295, 0.4086484909057617, 0.028343280777335167]","[0.6938379406929016, 0.40168580412864685, 0.05249558761715889]","[0.7653730511665344, 0.4010678827762604, 0.06911993026733398]","[0.8291999101638794, 0.40145158767700195, 0.07707016915082932]","[0.5962963104248047, 0.46408092975616455, -0.010452711023390293]","[0.7321833372116089, 0.4553486108779907, 0.023256156593561172]","[0.8161482810974121, 0.4549558162689209, 0.03272102773189545]","[0.8778786659240723, 0.45160987973213196, 0.027647152543067932]","[0.6195310354232788, 0.5295679569244385, -0.03162923827767372]","[0.6823170781135559, 0.5706813931465149, 0.04373732581734657]","[0.6303125619888306, 0.5996576547622681, 0.07485423982143402]","[0.5883380174636841, 0.6131851673126221, 0.07404287159442902]","[0.6384933590888977, 0.5976670384407043, -0.0461876280605793]","[0.6517110466957092, 0.6290021538734436, 0.030354052782058716]","[0.6078932285308838, 0.6452984809875488, 0.06210974603891373]","[0.5758708715438843, 0.6470446586608887, 0.07098647952079773]"
L,"[0.42216747999191284, 0.618471622467041, 7.799387162776839e-07]","[0.45510751008987427, 0.5048732161521912, 0.0523374006152153]","[0.5146169066429138, 0.4584033787250519, 0.06538064777851105]","[0.5827423930168152, 0.4668266177177429, 0.06754165887832642]","[0.6305802464485168, 0.49660977721214294, 0.07010453194379807]","[0.5646485090255737, 0.41038841009140015, 0.02715424634516239]","[0.6951976418495178, 0.40524542331695557, 0.030795328319072723]","[0.7640389204025269, 0.4064093232154846, 0.037558577954769135]","[0.8181303143501282, 0.4078787863254547, 0.04436295107007027]","[0.6058387160301208, 0.4563089609146118, 0.000373694347217679]","[0.7366971969604492, 0.45510125160217285, 0.0038656522519886494]","[0.8148829936981201, 0.45516327023506165, 0.0018523145699873567]","[0.8686261177062988, 0.45326367020606995, 0.0012095029233023524]","[0.6273098587989807, 0.5161232352256775, -0.018437573686242104]","[0.6823227405548096, 0.5682017207145691, 0.005629032384604216]","[0.6491845846176147, 0.5890457630157471, 0.02458602748811245]","[0.619206428527832, 0.5926515460014343, 0.03567855805158615]","[0.6339381337165833, 0.5790639519691467, -0.03448531776666641]","[0.6581504344940186, 0.6219627261161804, 0.004062421154230833]","[0.6269562244415283, 0.6376042366027832, 0.03348001465201378]","[0.6002134680747986, 0.6353406310081482, 0.053531549870967865]"
R,"[0.6292482614517212, 0.6602587699890137, -6.335657189993071e-07]","[0.6207459568977356, 0.53172367811203, 0.1311209797859192]","[0.5528944730758667, 0.4726948142051697, 0.20294305682182312]","[0.48844021558761597, 0.4484476149082184, 0.2604907751083374]","[0.42521026730537415, 0.44692370295524597, 0.3145171105861664]","[0.4957474172115326, 0.40042439103126526, 0.1267802119255066]","[0.37523317337036133, 0.38032349944114685, 0.20533566176891327]","[0.3102725148200989, 0.37972354888916016, 0.2643772065639496]","[0.25923120975494385, 0.370308518409729, 0.3018810451030731]","[0.4552578330039978, 0.45593494176864624, 0.09562766551971436]","[0.3184264302253723, 0.438999742269516, 0.1828189194202423]","[0.24679206311702728, 0.44333288073539734, 0.2337179332971573]","[0.1880679726600647, 0.42686712741851807, 0.26141929626464844]","[0.42655596137046814, 0.5232400894165039, 0.07884694635868073]","[0.37203162908554077, 0.5335139036178589, 0.1627040058374405]","[0.4169582724571228, 0.580496072769165, 0.1884375512599945]","[0.4569951295852661, 0.5902583599090576, 0.19404344260692596]","[0.39888709783554077, 0.5911046862602234, 0.07348711043596268]","[0.38288015127182007, 0.6077821850776672, 0.13701289892196655]","[0.4244208037853241, 0.6381220817565918, 0.160068541765213]","[0.466741681098938, 0.6487696766853333, 0.17163442075252533]"
R,"[0.6126015782356262, 0.6170437335968018, -5.636273670006631e-08]","[0.5915049314498901, 0.5096571445465088, 0.035705819725990295]","[0.5157520174980164, 0.44747215509414673, 0.04322107136249542]","[0.43942922353744507, 0.43191540241241455, 0.04401335492730141]","[0.3741794228553772, 0.4471398591995239, 0.037515804171562195]","[0.459138959646225, 0.39197662472724915, -0.0011618526186794043]","[0.3240593671798706, 0.3913719952106476, -0.0039306869730353355]","[0.24670611321926117, 0.3964501619338989, -0.003775784047320485]","[0.1908620297908783, 0.392758846282959, -0.005774331744760275]","[0.42749130725860596, 0.4307043254375458, -0.025781525298953056]","[0.2918861508369446, 0.42095622420310974, -0.04363768547773361]","[0.2096651792526245, 0.4217822849750519, -0.05476551502943039]","[0.15252268314361572, 0.4245991110801697, -0.061428263783454895]","[0.4075615108013153, 0.4904170334339142, -0.041134465485811234]","[0.3081899583339691, 0.519566535949707, -0.050569549202919006]","[0.29062098264694214, 0.5468575954437256, -0.04198426380753517]","[0.2923191785812378, 0.5531148314476013, -0.03405313938856125]","[0.39664626121520996, 0.5597776174545288, -0.05279457941651344]","[0.33868247270584106, 0.5871480703353882, -0.054396964609622955]","[0.3448207378387451, 0.6132200956344604, -0.037238843739032745]","[0.36158040165901184, 0.6227850914001465, -0.021730436012148857]"
R,"[0.6276049613952637, 0.6463168263435364, -4.423721406965342e-07]","[0.597699761390686, 0.5410100221633911, 0.035547178238630295]","[0.5094691514968872, 0.47933459281921387, 0.0409010574221611]","[0.4063210189342499, 0.47169286012649536, 0.03654707595705986]","[0.3362659811973572, 0.4969607889652252, 0.024924878031015396]","[0.4701293408870697, 0.4146680533885956, 0.004325277637690306]","[0.32516616582870483, 0.38834699988365173, 0.003675478743389249]","[0.24480800330638885, 0.38858532905578613, 0.005687967408448458]","[0.18376895785331726, 0.37875205278396606, 0.0041213263757526875]","[0.45919543504714966, 0.44492286443710327, -0.02442784421145916]","[0.2937923073768616, 0.43829646706581116, -0.022528456524014473]","[0.20582079887390137, 0.4375704526901245, -0.023818958550691605]","[0.13664785027503967, 0.4231954514980316, -0.029438583180308342]","[0.4503990113735199, 0.4990701675415039, -0.04728580638766289]","[0.3313599228858948, 0.5583171844482422, -0.04111449792981148]","[0.37084490060806274, 0.5995134115219116, -0.03530336543917656]","[0.4151839315891266, 0.5979071855545044, -0.036186471581459045]","[0.4407625198364258, 0.5611533522605896, -0.06775818765163422]","[0.36958402395248413, 0.6185087561607361, -0.06671454757452011]","[0.4087327718734741, 0.642141580581665, -0.05919840559363365]","[0.4491436183452606, 0.6318967938423157, -0.05496993288397789]"
L,"[0.5293422937393188, 0.47190535068511963, -7.832758797121642e-07]","[0.5116034746170044, 0.5200557112693787, -0.0375860333442688]","[0.48151150345802307, 0.5528066754341125, -0.07557869702577591]","[0.44417670369148254, 0.5565367341041565, -0.1075955405831337]","[0.41913607716560364, 0.5492775440216064, -0.14230559766292572]","[0.5244404673576355, 0.557396411895752, -0.1167823001742363]","[0.4575084149837494, 0.5969570279121399, -0.16333380341529846]","[0.41906076669692993, 0.5962239503860474, -0.18725091218948364]","[0.38960859179496765, 0.5811721086502075, -0.19864100217819214]","[0.5270471572875977, 0.5037298798561096, -0.11461731046438217]","[0.40563660860061646, 0.519622802734375, -0.1499614119529724]","[0.3410215973854065, 0.5085254907608032, -0.16318029165267944]","[0.3064013719558716, 0.48849040269851685, -0.17684811353683472]","[0.5197171568870544, 0.45096355676651, -0.10970821976661682]","[0.39946115016937256, 0.4513411819934845, -0.14574888348579407]","[0.3418591618537903, 0.4456217586994171, -0.1542414426803589]","[0.31118398904800415, 0.43238309025764465, -0.16028769314289093]","[0.5063375234603882, 0.40191423892974854, -0.10607917606830597]","[0.4145579934120178, 0.39280223846435547, -0.13215455412864685]","[0.3634660840034485, 0.3913237452507019, -0.13167543709278107]","[0.33123868703842163, 0.38267189264297485, -0.13078494369983673]"
R,"[0.6275535821914673, 0.6495847105979919, -3.689312393362343e-07]","[0.6074342131614685, 0.5369828343391418, 0.03181441128253937]","[0.5227589011192322, 0.47691798210144043, 0.03972902148962021]","[0.4288201928138733, 0.47432151436805725, 0.04067142680287361]","[0.35947930812835693, 0.501520574092865, 0.03462116792798042]","[0.48714086413383484, 0.4129825234413147, 0.005024757701903582]","[0.3492392301559448, 0.3969409167766571, 0.024748869240283966]","[0.27714788913726807, 0.40023094415664673, 0.0425279326736927]","[0.22222933173179626, 0.38825374841690063, 0.05062784254550934]","[0.4627339541912079, 0.4534947872161865, -0.01465258002281189]","[0.30912619829177856, 0.45091012120246887, -0.0019333664095029235]","[0.22810789942741394, 0.4549725353717804, 0.0014494494535028934]","[0.1653575599193573, 0.44654011726379395, -0.00047701262519694865]","[0.4452435374259949, 0.5137321949005127, -0.025931237265467644]","[0.35665786266326904, 0.5587406754493713, -0.0139301223680377]","[0.3976932168006897, 0.5967990159988403, -0.012852191925048828]","[0.4387304484844208, 0.6029531359672546, -0.016255604103207588]","[0.43072181940078735, 0.5753275156021118, -0.033458411693573]","[0.38497933745384216, 0.6154813170433044, -0.025471791625022888]","[0.4239339530467987, 0.6367257833480835, -0.01644638180732727]","[0.46470487117767334, 0.6342501640319824, -0.010876601561903954]"
