Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.497712641954422, 0.7069389820098877, 3.1658174748372403e-07]","[0.6234188079833984, 0.627036452293396, 0.03661424666643143]","[0.6461467146873474, 0.5286846160888672, 0.05190654471516609]","[0.6413036584854126, 0.44600504636764526, 0.04361762851476669]","[0.5904209017753601, 0.39959532022476196, 0.03949754685163498]","[0.5723783373832703, 0.47476738691329956, 0.16633003950119019]","[0.6008163094520569, 0.41438621282577515, 0.14621274173259735]","[0.6136544942855835, 0.45514172315597534, 0.1111975610256195]","[0.5968979597091675, 0.4923408627510071, 0.09507115930318832]","[0.5226271748542786, 0.4788115322589874, 0.1300046294927597]","[0.5614064335823059, 0.4036954641342163, 0.10479423403739929]","[0.5806494951248169, 0.466415137052536, 0.06070547178387642]","[0.5629892945289612, 0.5021563172340393, 0.043923065066337585]","[0.482117623090744, 0.4805602729320526, 0.08353949338197708]","[0.5292637944221497, 0.4113258421421051, 0.053510889410972595]","[0.5494987368583679, 0.48823899030685425, 0.03386708348989487]","[0.5246703624725342, 0.5188006162643433, 0.035218168050050735]","[0.44197016954421997, 0.4768683910369873, 0.03840741142630577]","[0.5066914558410645, 0.44514161348342896, 0.028741654008626938]","[0.5170913934707642, 0.4992375373840332, 0.03431764617562294]","[0.49047595262527466, 0.52699214220047, 0.045703817158937454]"
L,"[0.42265233397483826, 0.7341600656509399, 3.9625675185561704e-08]","[0.4701676368713379, 0.6703566312789917, -0.1367473304271698]","[0.5090332627296448, 0.5674871802330017, -0.17591069638729095]","[0.48975369334220886, 0.4717276990413666, -0.18937988579273224]","[0.4524308741092682, 0.41001760959625244, -0.18685263395309448]","[0.6382858157157898, 0.5090804100036621, -0.03388524055480957]","[0.5533778071403503, 0.41487354040145874, -0.08781401813030243]","[0.49580448865890503, 0.4473437964916229, -0.12509417533874512]","[0.47451895475387573, 0.4626167416572571, -0.13511912524700165]","[0.5616401433944702, 0.5022944808006287, 0.028090814128518105]","[0.49820926785469055, 0.4104189872741699, -0.03273380175232887]","[0.4605940878391266, 0.4710155725479126, -0.06802680343389511]","[0.45906931161880493, 0.49851712584495544, -0.0670974925160408]","[0.4897626042366028, 0.500568151473999, 0.07093865424394608]","[0.44500410556793213, 0.4360658526420593, 0.012119508348405361]","[0.42119038105010986, 0.49085307121276855, -0.015952548012137413]","[0.4325333833694458, 0.5109117031097412, -0.008972769603133202]","[0.42884087562561035, 0.4996643662452698, 0.10259523242712021]","[0.40491658449172974, 0.4627744257450104, 0.0687452033162117]","[0.3911297917366028, 0.49294161796569824, 0.05268144980072975]","[0.3985986113548279, 0.5108683109283447, 0.05848558992147446]"
R,"[0.5118620991706848, 0.634473979473114, -1.9337818457643152e-07]","[0.43829548358917236, 0.6013397574424744, -0.06600799411535263]","[0.3955519199371338, 0.5230196118354797, -0.1022830605506897]","[0.4098520278930664, 0.45131969451904297, -0.1269380748271942]","[0.4674648940563202, 0.42274436354637146, -0.1389603614807129]","[0.43192845582962036, 0.4499880373477936, -0.07557766139507294]","[0.4112679958343506, 0.4267839193344116, -0.14628231525421143]","[0.413349449634552, 0.4850013256072998, -0.1726054549217224]","[0.4327682554721832, 0.49353405833244324, -0.18426188826560974]","[0.4832792580127716, 0.451179563999176, -0.06032947823405266]","[0.46752041578292847, 0.4329436719417572, -0.13947026431560516]","[0.46271413564682007, 0.514229953289032, -0.14347553253173828]","[0.4871077239513397, 0.5099037885665894, -0.1299360990524292]","[0.5290529131889343, 0.4598100185394287, -0.05525164306163788]","[0.5088880658149719, 0.45436638593673706, -0.12569169700145721]","[0.49788758158683777, 0.5311922430992126, -0.10088258981704712]","[0.5235599279403687, 0.5303122997283936, -0.0683794617652893]","[0.579943835735321, 0.47279319167137146, -0.05567905679345131]","[0.5519169569015503, 0.4768005907535553, -0.10225037485361099]","[0.5451761484146118, 0.5326756238937378, -0.09490358084440231]","[0.5659810304641724, 0.5350563526153564, -0.07880792766809464]"
R,"[0.539027988910675, 0.7172903418540955, -6.728633366037684e-07]","[0.4559705853462219, 0.6433186531066895, -0.06155911460518837]","[0.40233221650123596, 0.540370523929596, -0.07759490609169006]","[0.42222654819488525, 0.4445324242115021, -0.08936787396669388]","[0.4891262650489807, 0.3989233374595642, -0.08458375185728073]","[0.4207710027694702, 0.47271257638931274, 0.02327665314078331]","[0.38137227296829224, 0.4002360701560974, -0.049252163618803024]","[0.379733145236969, 0.4779183566570282, -0.09042345732450485]","[0.3902927041053772, 0.5206742286682129, -0.10321070998907089]","[0.47585529088974, 0.47935330867767334, 0.03810776770114899]","[0.4615408182144165, 0.3959903419017792, -0.0462101586163044]","[0.4548395574092865, 0.4901985824108124, -0.07708276808261871]","[0.46018874645233154, 0.5108731985092163, -0.07266248762607574]","[0.5318781137466431, 0.48924553394317627, 0.036321308463811874]","[0.5217291116714478, 0.4194149076938629, -0.04795081913471222]","[0.5031262040138245, 0.5171651244163513, -0.04720202460885048]","[0.510094165802002, 0.5325974822044373, -0.018243441358208656]","[0.5869196057319641, 0.4987768530845642, 0.029349906370043755]","[0.571613609790802, 0.4641505479812622, -0.014222054742276669]","[0.5542597770690918, 0.5271400213241577, -0.009388700127601624]","[0.5618042945861816, 0.5399174094200134, 0.01018951740115881]"
R,"[0.5661649703979492, 0.68742835521698, 2.3379581648441672e-07]","[0.5138353705406189, 0.6141893863677979, -0.05115490406751633]","[0.4851934313774109, 0.517650842666626, -0.05292437970638275]","[0.505270779132843, 0.43721669912338257, -0.04749283939599991]","[0.5477007031440735, 0.3918400704860687, -0.03166332468390465]","[0.4192052483558655, 0.49563726782798767, 0.027359414845705032]","[0.4362317621707916, 0.41246217489242554, 0.001733818557113409]","[0.47510698437690735, 0.4259386658668518, -0.016590934246778488]","[0.4930301308631897, 0.452436238527298, -0.02057037129998207]","[0.47520989179611206, 0.4898276627063751, 0.04981730505824089]","[0.5044339895248413, 0.39758437871932983, 0.017966894432902336]","[0.5323288440704346, 0.4366241693496704, -0.004467019345611334]","[0.5278132557868958, 0.46662667393684387, -0.0057436334900557995]","[0.5326358079910278, 0.4915163516998291, 0.06192701309919357]","[0.5653344392776489, 0.4251657724380493, 0.021454304456710815]","[0.573367714881897, 0.48411133885383606, 0.01117235142737627]","[0.5561985969543457, 0.5135513544082642, 0.021294672042131424]","[0.577919065952301, 0.501248836517334, 0.07063643634319305]","[0.6061380505561829, 0.45909687876701355, 0.04553727060556412]","[0.6037602424621582, 0.5001165270805359, 0.043757110834121704]","[0.5838946104049683, 0.5261443257331848, 0.05323409289121628]"
L,"[0.4225175678730011, 0.7247971296310425, -1.9774103066083626e-07]","[0.5050622224807739, 0.6574268341064453, -0.07822823524475098]","[0.5621788501739502, 0.5362207293510437, -0.08559248596429825]","[0.5346419811248779, 0.42283955216407776, -0.08189605176448822]","[0.4744398295879364, 0.379825234413147, -0.06323938071727753]","[0.631169855594635, 0.4973095655441284, 0.029564782977104187]","[0.5902802348136902, 0.3819640278816223, -0.012135439552366734]","[0.5493747591972351, 0.43786153197288513, -0.04459511488676071]","[0.549257218837738, 0.48216512799263, -0.05598845332860947]","[0.5569427013397217, 0.4875614643096924, 0.056452278047800064]","[0.514595627784729, 0.3777535557746887, 0.011959239840507507]","[0.4856513738632202, 0.447320818901062, -0.0185173861682415]","[0.49498704075813293, 0.48803943395614624, -0.022357642650604248]","[0.4838041663169861, 0.4872433543205261, 0.06617884337902069]","[0.4483659863471985, 0.4048958420753479, 0.01367467362433672]","[0.4366908371448517, 0.46856868267059326, -0.011812671087682247]","[0.45225363969802856, 0.5072756409645081, -0.007827164605259895]","[0.41775238513946533, 0.5013412237167358, 0.06934860348701477]","[0.4082221984863281, 0.44464582204818726, 0.04139306768774986]","[0.4062388837337494, 0.4893873333930969, 0.03449510410428047]","[0.41076892614364624, 0.5297688245773315, 0.04261338338255882]"
R,"[0.5276715755462646, 0.7414185404777527, -1.1261881809332408e-06]","[0.4126375615596771, 0.6455179452896118, -0.004814118146896362]","[0.3520685136318207, 0.5385985374450684, -0.009322603233158588]","[0.3629796504974365, 0.42939814925193787, -0.02862568385899067]","[0.43220245838165283, 0.3862936496734619, -0.03570116311311722]","[0.4420323669910431, 0.4614192247390747, 0.09516588598489761]","[0.4148167073726654, 0.3634974956512451, 0.029175888746976852]","[0.4010181427001953, 0.44229015707969666, -0.013314657844603062]","[0.4191092848777771, 0.49220889806747437, -0.02806415967643261]","[0.4917210638523102, 0.47201550006866455, 0.07593434303998947]","[0.46245598793029785, 0.36608022451400757, -0.0053317975252866745]","[0.4474690854549408, 0.4738583266735077, -0.033800844103097916]","[0.4700275957584381, 0.5189670324325562, -0.02516576275229454]","[0.5425341725349426, 0.48214367032051086, 0.04110042005777359]","[0.5021154880523682, 0.39493876695632935, -0.03134387359023094]","[0.4804791808128357, 0.5002108812332153, -0.02382900007069111]","[0.5064899325370789, 0.5434454083442688, 0.009013297036290169]","[0.6028551459312439, 0.501167893409729, 0.004050453659147024]","[0.5516431331634521, 0.43601489067077637, -0.02331877499818802]","[0.5345232486724854, 0.5002186298370361, -0.007481664884835482]","[0.5632805824279785, 0.5366625785827637, 0.018667347729206085]"
L,"[0.44890421628952026, 0.6931548714637756, 1.2216095690575912e-08]","[0.5497738122940063, 0.6163650155067444, -0.05656476691365242]","[0.58774733543396, 0.5167977213859558, -0.05760270729660988]","[0.569245457649231, 0.43201616406440735, -0.05634200572967529]","[0.5061290860176086, 0.3986428380012512, -0.04063793644309044]","[0.6176921129226685, 0.49051937460899353, 0.0717787817120552]","[0.6076202988624573, 0.4144468903541565, 0.03401265665888786]","[0.5789097547531128, 0.44348016381263733, 0.005498373880982399]","[0.5713983178138733, 0.46468889713287354, -0.002857048297300935]","[0.546903133392334, 0.4817744493484497, 0.08176112174987793]","[0.5354169607162476, 0.3927799463272095, 0.043241601437330246]","[0.5223455429077148, 0.426275372505188, 0.01617547497153282]","[0.5359776020050049, 0.43038249015808105, 0.012730909511446953]","[0.47979629039764404, 0.48283812403678894, 0.07150913029909134]","[0.4631804823875427, 0.41548553109169006, 0.013964890502393246]","[0.46384531259536743, 0.47932130098342896, -0.0161453690379858]","[0.48588329553604126, 0.4998544454574585, -0.015316883102059364]","[0.4190642535686493, 0.49176090955734253, 0.055794041603803635]","[0.41845089197158813, 0.4547029435634613, 0.0222542155534029]","[0.4208282232284546, 0.4981282353401184, 0.008303222246468067]","[0.433205246925354, 0.522244393825531, 0.008486536331474781]"
L,"[0.4403526782989502, 0.6759154200553894, -2.656377517951114e-08]","[0.48207414150238037, 0.627172589302063, -0.07410082966089249]","[0.5194874405860901, 0.5380899906158447, -0.08508841693401337]","[0.510363757610321, 0.45685452222824097, -0.0850137248635292]","[0.4898934066295624, 0.4125320315361023, -0.07659424841403961]","[0.6066015362739563, 0.5088750720024109, 0.016185851767659187]","[0.5662797689437866, 0.4167824685573578, -0.0082476157695055]","[0.5273373126983643, 0.4307432770729065, -0.029444793239235878]","[0.5118395090103149, 0.4521917402744293, -0.03681010752916336]","[0.5528508424758911, 0.49226829409599304, 0.04731333628296852]","[0.5199618339538574, 0.4146389961242676, 0.02691715396940708]","[0.4840832054615021, 0.4293261766433716, 0.003754929406568408]","[0.47335755825042725, 0.4436296224594116, -0.002547269919887185]","[0.4957562983036041, 0.4915548264980316, 0.06455136835575104]","[0.4705459177494049, 0.4357095956802368, 0.034489717334508896]","[0.4470737874507904, 0.4411900043487549, 0.007572563830763102]","[0.44214993715286255, 0.4477997422218323, 0.0028143064118921757]","[0.4399876892566681, 0.5011144280433655, 0.07541249692440033]","[0.4312060475349426, 0.455741822719574, 0.052690427750349045]","[0.41656655073165894, 0.45588764548301697, 0.037193767726421356]","[0.4104900360107422, 0.4635706841945648, 0.03559194877743721]"
R,"[0.5485125184059143, 0.6905249953269958, -6.70861595608585e-07]","[0.4621041417121887, 0.6447547674179077, -0.052096180617809296]","[0.41213175654411316, 0.5413064956665039, -0.06312244385480881]","[0.43335968255996704, 0.44282037019729614, -0.06941371411085129]","[0.49681204557418823, 0.4011859893798828, -0.06296952068805695]","[0.4277169704437256, 0.4752313494682312, 0.008091290481388569]","[0.39682304859161377, 0.41831204295158386, -0.0489903949201107]","[0.39182013273239136, 0.4903720021247864, -0.07718615233898163]","[0.39166343212127686, 0.53547203540802, -0.08432745188474655]","[0.4797014892101288, 0.47624480724334717, 0.02079961448907852]","[0.46587708592414856, 0.4034899175167084, -0.04507329314947128]","[0.46246689558029175, 0.4862087666988373, -0.06502442806959152]","[0.46130627393722534, 0.5129995346069336, -0.05882074311375618]","[0.5317671298980713, 0.48539644479751587, 0.021115653216838837]","[0.5332484245300293, 0.41333091259002686, -0.04982815310359001]","[0.5206223130226135, 0.5047255158424377, -0.04168177768588066]","[0.518443763256073, 0.5379829406738281, -0.012611792422831059]","[0.5852487087249756, 0.5000722408294678, 0.017407184466719627]","[0.5809899568557739, 0.45459216833114624, -0.02851184643805027]","[0.5685049295425415, 0.5188936591148376, -0.02199353463947773]","[0.5694000124931335, 0.5457422733306885, -0.001822637626901269]"
L,"[0.5206837058067322, 0.6112323999404907, -6.411304553921582e-08]","[0.5947443246841431, 0.5874134302139282, -0.019100360572338104]","[0.6351037621498108, 0.5404535531997681, -0.03891952335834503]","[0.6429317593574524, 0.4982760548591614, -0.058683592826128006]","[0.634311854839325, 0.4655643701553345, -0.07558801770210266]","[0.6117218136787415, 0.45300543308258057, -0.040961019694805145]","[0.6500819325447083, 0.4310298264026642, -0.0689309760928154]","[0.6341643929481506, 0.46191859245300293, -0.07259826362133026]","[0.6043070554733276, 0.47393104434013367, -0.07161404937505722]","[0.5627872347831726, 0.438739150762558, -0.04916788637638092]","[0.5996495485305786, 0.42739370465278625, -0.07690984010696411]","[0.5827174186706543, 0.49114739894866943, -0.07173223048448563]","[0.5627657175064087, 0.5089601278305054, -0.06505364924669266]","[0.5182065367698669, 0.43996569514274597, -0.060427628457546234]","[0.5620191693305969, 0.42806318402290344, -0.09533112496137619]","[0.5499122738838196, 0.4949999451637268, -0.07869356125593185]","[0.5277495980262756, 0.5126394033432007, -0.06292349100112915]","[0.4769350290298462, 0.4555305540561676, -0.07249893993139267]","[0.5258987545967102, 0.4433826506137848, -0.10283602029085159]","[0.522818386554718, 0.4937896430492401, -0.092110276222229]","[0.5008212924003601, 0.5126458406448364, -0.07994116842746735]"
L,"[0.45721495151519775, 0.7170798778533936, -2.03734256132293e-08]","[0.5767267346382141, 0.6384501457214355, -0.010151099413633347]","[0.6241858601570129, 0.5270677804946899, -0.013395472429692745]","[0.6167519092559814, 0.4186828136444092, -0.025097649544477463]","[0.5373424291610718, 0.38767531514167786, -0.029672682285308838]","[0.5665699243545532, 0.4629739224910736, 0.06991610676050186]","[0.5924443006515503, 0.38850656151771545, 0.03496742248535156]","[0.5936442017555237, 0.4563353359699249, 0.003142217407003045]","[0.5796511769294739, 0.4986041188240051, -0.011986739002168179]","[0.5141302943229675, 0.46425315737724304, 0.055444810539484024]","[0.5394471287727356, 0.3775823712348938, 0.012831313535571098]","[0.5515518188476562, 0.4661065936088562, -0.01692803204059601]","[0.5371963381767273, 0.5089858770370483, -0.023416806012392044]","[0.456032931804657, 0.4700952172279358, 0.0317869633436203]","[0.4841766059398651, 0.38757699728012085, -0.017749959602952003]","[0.5038144588470459, 0.48622775077819824, -0.02215522713959217]","[0.4893662929534912, 0.533519983291626, -0.006981741636991501]","[0.3927380442619324, 0.4830089211463928, 0.007272972725331783]","[0.43855005502700806, 0.425287663936615, -0.019638432189822197]","[0.45415663719177246, 0.4910063147544861, -0.008577888831496239]","[0.4389069080352783, 0.5339000225067139, 0.009648110717535019]"
